Regions,Transcription Factors,Properties
seq1648_[chr1:101200853-101201023],EP300_Fimo_ENCODE_5,Induction/activity_at_TP_24h
seq1648_[chr1:101200853-101201023],SOX5_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4
seq1648_[chr1:101200853-101201023],TCF12_Fimo_ENCODE_5,Induction/activity_at_TP_48h
seq1648_[chr1:101200853-101201023],SOX21_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_5
seq1648_[chr1:101200853-101201023],RXRA_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3
seq602_[chr16:6246080-6246250],SOX9_Fimo_hg19_27,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_K27ac_cluster_1
seq602_[chr16:6246080-6246250],SOX1_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_3
seq602_[chr16:6246080-6246250],SOX10_Fimo_ENCODE_8,Induction/activity_at_TP_12h
seq602_[chr16:6246080-6246250],MEIS3_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_5
seq602_[chr16:6246080-6246250],SOX2_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq602_[chr16:6246080-6246250],,Induction/activity_at_TP_24h
seq2269_[chr18:74110957-74111127],ZIC3_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4
seq2269_[chr18:74110957-74111127],MYC_Fimo_ENCODE_9,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5
seq2269_[chr18:74110957-74111127],NFKB2_Fimo_hg19_2,Induction/activity_at_TP_48h
seq2269_[chr18:74110957-74111127],USF2_Fimo_hg19_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_5
seq2269_[chr18:74110957-74111127],USF1_Fimo_hg19_9,Induction/activity_at_TP_24h
seq2269_[chr18:74110957-74111127],MEIS2_Fimo_ENCODE_2,
seq2269_[chr18:74110957-74111127],SNAI3_Fimo_hg19_1,
seq2269_[chr18:74110957-74111127],ZIC2_Fimo_ENCODE_2,
seq2269_[chr18:74110957-74111127],BHLHE40_Fimo_hg19_2,
seq2269_[chr18:74110957-74111127],YY2_Fimo_hg19_10,
seq2269_[chr18:74110957-74111127],ZIC2_Fimo_ENCODE_1,
seq2269_[chr18:74110957-74111127],PKNOX2_Fimo_hg19_5,
seq2269_[chr18:74110957-74111127],TCF12_Fimo_ENCODE_7,
seq2269_[chr18:74110957-74111127],ZIC5_Fimo_hg19_1,
seq2269_[chr18:74110957-74111127],REST_Fimo_ENCODE_8,
seq2269_[chr18:74110957-74111127],REST_Fimo_ENCODE_9,
seq2269_[chr18:74110957-74111127],MEIS3_Fimo_ENCODE_1,
seq2269_[chr18:74110957-74111127],TCF12_Fimo_ENCODE_5,
seq2269_[chr18:74110957-74111127],YY2_Fimo_hg19_9,
seq1512_[chr8:93107646-93107816],SOX5_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_2
seq1512_[chr8:93107646-93107816],MYC_Fimo_ENCODE_5,Induction/activity_at_TP_6h
seq1512_[chr8:93107646-93107816],TCF12_Fimo_ENCODE_7,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_3
seq1512_[chr8:93107646-93107816],,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1
seq1512_[chr8:93107646-93107816],,Induction/activity_at_TP_0h
seq1512_[chr8:93107646-93107816],,Induction/activity_at_TP_12h
seq1512_[chr8:93107646-93107816],,Induction/activity_at_TP_3h
seq1688_[chr11:13123771-13123941],ZIC3_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1
seq1688_[chr11:13123771-13123941],REST_Fimo_ENCODE_8,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_K27ac_cluster_5
seq1688_[chr11:13123771-13123941],NFKB2_Fimo_hg19_2,Induction/activity_at_TP_12h
seq1688_[chr11:13123771-13123941],,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_4
seq1688_[chr11:13123771-13123941],,Induction/activity_at_TP_48h
seq1688_[chr11:13123771-13123941],,Induction/activity_at_TP_24h
seq2089_[chr13:112726838-112727008],ZNF423_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4
seq2089_[chr13:112726838-112727008],POU3F1_Fimo_ENCODE_2,hand_picked_TFs
seq2089_[chr13:112726838-112727008],ATF3_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3
seq2089_[chr13:112726838-112727008],GLI1_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_4
seq2089_[chr13:112726838-112727008],TCF12_Fimo_ENCODE_5,Induction/activity_at_TP_48h
seq2089_[chr13:112726838-112727008],POU3F2_Fimo_ENCODE_6,Induction/activity_at_TP_24h
seq2242_[chr11:46615443-46615613],ZIC3_Fimo_ENCODE_3,Induction/activity_at_TP_72h
seq2242_[chr11:46615443-46615613],ZIC5_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_1
seq2242_[chr11:46615443-46615613],GLI2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2
seq2242_[chr11:46615443-46615613],PTEN_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq2242_[chr11:46615443-46615613],GLIS2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_2
seq2235_[chr10:74057828-74057998],ZIC2_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4
seq2235_[chr10:74057828-74057998],SOX1_Fimo_hg19_3,Induction/activity_at_TP_72h
seq2235_[chr10:74057828-74057998],TFAP2_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3
seq2235_[chr10:74057828-74057998],TFAP2_Fimo_ENCODE_10,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_4
seq2235_[chr10:74057828-74057998],TFCP2L1_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq2235_[chr10:74057828-74057998],RXRA_Fimo_ENCODE_2,pathway_hsa04150
seq2235_[chr10:74057828-74057998],REST_Fimo_ENCODE_8,
seq2235_[chr10:74057828-74057998],REST_Fimo_ENCODE_9,
seq1498_[chr8:40771792-40771962],TCF7L2_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5
seq1498_[chr8:40771792-40771962],E2F4_Fimo_hg19_6,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_1
seq1498_[chr8:40771792-40771962],REST_Fimo_ENCODE_8,Induction/activity_at_TP_24h
seq1498_[chr8:40771792-40771962],OTX2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1
seq1498_[chr8:40771792-40771962],ZIC5_Fimo_hg19_1,Induction/activity_at_TP_48h
seq1498_[chr8:40771792-40771962],DMBX1_Fimo_hg19_10,
seq793_[chr19:18365973-18366143],ZIC3_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_1
seq793_[chr19:18365973-18366143],NFE2L2_Fimo_ENCODE_1,Induction/activity_at_TP_6h
seq793_[chr19:18365973-18366143],ELF1_Fimo_hg19_7,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_3
seq793_[chr19:18365973-18366143],TFAP2_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1
seq793_[chr19:18365973-18366143],SOX21_Fimo_ENCODE_3,Induction/activity_at_TP_0h
seq793_[chr19:18365973-18366143],TFAP2_Fimo_ENCODE_10,Induction/activity_at_TP_12h
seq793_[chr19:18365973-18366143],REST_Fimo_ENCODE_8,Induction/activity_at_TP_3h
seq793_[chr19:18365973-18366143],SP8_Fimo_ENCODE_1,
seq793_[chr19:18365973-18366143],TCF12_Fimo_ENCODE_7,
seq793_[chr19:18365973-18366143],RXRA_Fimo_ENCODE_2,
seq793_[chr19:18365973-18366143],REST_Fimo_ENCODE_9,
seq793_[chr19:18365973-18366143],ETV5_Fimo_hg19_31,
seq793_[chr19:18365973-18366143],HIF1A_Fimo_ENCODE_1,
seq793_[chr19:18365973-18366143],HIF1A_Fimo_ENCODE_2,
seq793_[chr19:18365973-18366143],PAX6_Fimo_hg19_3,
seq793_[chr19:18365973-18366143],ZIC5_Fimo_hg19_1,
seq793_[chr19:18365973-18366143],GLI2_Fimo_ENCODE_1,
seq2165_[chr6:99282262-99282432],JUN_Fimo_hg19_11,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4
seq2165_[chr6:99282262-99282432],SOX2_Fimo_ENCODE_1,hand_picked_TFs
seq2165_[chr6:99282262-99282432],PAX6_Fimo_ENCODE_4,Induction/activity_at_TP_72h
seq2165_[chr6:99282262-99282432],BARHL1_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4
seq2165_[chr6:99282262-99282432],MYC_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_5
seq2165_[chr6:99282262-99282432],GLI1_Fimo_hg19_3,Induction/activity_at_TP_48h
seq820_[chr2:8776917-8777087],ZNF423_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4
seq820_[chr2:8776917-8777087],BARHL1_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5
seq820_[chr2:8776917-8777087],MZF1_Fimo_ENCODE_1,Induction/activity_at_TP_24h
seq820_[chr2:8776917-8777087],ZIC2_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq820_[chr2:8776917-8777087],TFCP2L1_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_4
seq820_[chr2:8776917-8777087],SOX9_Fimo_hg19_27,
seq820_[chr2:8776917-8777087],FOXJ2_Fimo_ENCODE_1,
seq820_[chr2:8776917-8777087],SOX10_Fimo_ENCODE_8,
seq461_[chr13:63086520-63086690],ZIC2_Fimo_ENCODE_1,Induction/activity_at_TP_72h
seq461_[chr13:63086520-63086690],REST_Fimo_ENCODE_8,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3
seq461_[chr13:63086520-63086690],REST_Fimo_ENCODE_9,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3
seq461_[chr13:63086520-63086690],GLI1_Fimo_hg19_3,Induction/activity_at_TP_48h
seq461_[chr13:63086520-63086690],TCF12_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_3
seq461_[chr13:63086520-63086690],FOXJ2_Fimo_ENCODE_1,
seq461_[chr13:63086520-63086690],TCF12_Fimo_ENCODE_7,
seq1606_[chr9:138232061-138232231],EP300_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_3
seq1606_[chr9:138232061-138232231],LHX5_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4
seq1606_[chr9:138232061-138232231],LMX1A_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_5
seq1606_[chr9:138232061-138232231],BARHL1_Fimo_ENCODE_3,Induction/activity_at_TP_48h
seq1606_[chr9:138232061-138232231],,Induction/activity_at_TP_24h
seq215_[chr10:92690066-92690236],OTX1_Fimo_ENCODE_2,Induction/activity_at_TP_24h
seq215_[chr10:92690066-92690236],CR936877.3_Fimo_hg19_22,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3
seq215_[chr10:92690066-92690236],NR2F2_Fimo_hg19_22,Induction/activity_at_TP_48h
seq215_[chr10:92690066-92690236],E2F4_Fimo_hg19_6,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2
seq215_[chr10:92690066-92690236],USF2_Fimo_hg19_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_4
controls_seq180_[chr9:110252111-110252281],SRF_Fimo_hg19_17,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_4
controls_seq180_[chr9:110252111-110252281],PAX6_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_K27ac_cluster_2
controls_seq180_[chr9:110252111-110252281],DMBX1_Fimo_hg19_10,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2
controls_seq180_[chr9:110252111-110252281],,Induction/activity_at_TP_12h
controls_seq180_[chr9:110252111-110252281],,Induction/activity_at_TP_48h
controls_seq180_[chr9:110252111-110252281],,Induction/activity_at_TP_24h
seq1385_[chr7:2539826-2539996],TCF7L2_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_4
seq1385_[chr7:2539826-2539996],POU3F1_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_3
seq1385_[chr7:2539826-2539996],POU3F2_Fimo_ENCODE_6,Induction/activity_at_TP_6h
seq1385_[chr7:2539826-2539996],HOMEZ_Fimo_hg19_1,Induction/activity_at_TP_0h
seq1385_[chr7:2539826-2539996],SOX2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_4
seq1385_[chr7:2539826-2539996],,Induction/activity_at_TP_12h
seq1385_[chr7:2539826-2539996],,Induction/activity_at_TP_3h
seq485_[chr14:51706847-51707017],ZIC3_Fimo_ENCODE_3,Induction/activity_at_TP_72h
seq485_[chr14:51706847-51707017],RARA_Fimo_ENCODE_8,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2
seq485_[chr14:51706847-51707017],OTX1_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2
seq485_[chr14:51706847-51707017],MEIS2_Fimo_ENCODE_2,Induction/activity_at_TP_48h
seq485_[chr14:51706847-51707017],TCF12_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_2
seq485_[chr14:51706847-51707017],SNAI3_Fimo_hg19_1,
seq485_[chr14:51706847-51707017],PKNOX2_Fimo_hg19_5,
seq485_[chr14:51706847-51707017],ZIC5_Fimo_hg19_1,
seq485_[chr14:51706847-51707017],DMBX1_Fimo_hg19_10,
seq1563_[chr9:75295558-75295728],SOX5_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_3
seq1563_[chr9:75295558-75295728],NFE2L2_Fimo_ENCODE_1,Induction/activity_at_TP_24h
seq1563_[chr9:75295558-75295728],IRX3_Fimo_hg19_7,Induction/activity_at_TP_48h
seq1563_[chr9:75295558-75295728],MYC_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_1
seq1563_[chr9:75295558-75295728],,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1
seq1293_[chr5:172983462-172983632],RXRA_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4
seq1293_[chr5:172983462-172983632],PTEN_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_4
seq1293_[chr5:172983462-172983632],PRDM4_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1
seq1293_[chr5:172983462-172983632],,Induction/activity_at_TP_48h
seq1293_[chr5:172983462-172983632],,Induction/activity_at_TP_24h
seq497_[chr14:68400983-68401153],MYC_Fimo_ENCODE_9,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_4
seq497_[chr14:68400983-68401153],BHLHE40_Fimo_hg19_2,Induction/activity_at_TP_6h
seq497_[chr14:68400983-68401153],ZNF423_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_2
seq497_[chr14:68400983-68401153],GLIS2_Fimo_ENCODE_1,Induction/activity_at_TP_0h
seq497_[chr14:68400983-68401153],,Induction/activity_at_TP_12h
seq497_[chr14:68400983-68401153],,Induction/activity_at_TP_3h
seq497_[chr14:68400983-68401153],,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4
seq1772_[chr15:37338155-37338325],IRX3_Fimo_hg19_7,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_4
seq1772_[chr15:37338155-37338325],FOXB1_Fimo_ENCODE_4,Induction/activity_at_TP_72h
seq1772_[chr15:37338155-37338325],TCF12_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_4
seq1772_[chr15:37338155-37338325],SOX2_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq1772_[chr15:37338155-37338325],,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4
seq1582_[chr9:101935085-101935255],HHEX_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_4
seq1582_[chr9:101935085-101935255],SOX1_Fimo_hg19_3,Induction/activity_at_TP_72h
seq1582_[chr9:101935085-101935255],SOX2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2
seq1582_[chr9:101935085-101935255],,Induction/activity_at_TP_48h
seq1582_[chr9:101935085-101935255],,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5
seq117_[chr1:160983560-160983730],SOX1_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_2
seq117_[chr1:160983560-160983730],USF2_Fimo_hg19_2,Induction/activity_at_TP_24h
seq117_[chr1:160983560-160983730],PAX6_Fimo_ENCODE_4,Induction/activity_at_TP_48h
seq117_[chr1:160983560-160983730],MYC_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2
seq117_[chr1:160983560-160983730],CR936877.3_Fimo_hg19_22,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2
seq117_[chr1:160983560-160983730],PAX6_Fimo_hg19_3,
seq2279_[chr22:36727609-36727779],NFE2L2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_K27ac_cluster_2
seq2279_[chr22:36727609-36727779],NFAT_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2
seq2279_[chr22:36727609-36727779],ATF3_Fimo_hg19_1,Induction/activity_at_TP_12h
seq2279_[chr22:36727609-36727779],,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_5
seq2279_[chr22:36727609-36727779],,Induction/activity_at_TP_48h
seq2279_[chr22:36727609-36727779],,Induction/activity_at_TP_24h
seq2305_[chr9:117068145-117068315],YY2_Fimo_hg19_9,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_1
seq2305_[chr9:117068145-117068315],SOX1_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_5
seq2305_[chr9:117068145-117068315],SOX2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2
seq2305_[chr9:117068145-117068315],POU3F1_Fimo_ENCODE_2,Induction/activity_at_TP_6h
seq2305_[chr9:117068145-117068315],YY2_Fimo_hg19_10,Induction/activity_at_TP_0h
seq2305_[chr9:117068145-117068315],IRX3_Fimo_hg19_7,Induction/activity_at_TP_12h
seq2305_[chr9:117068145-117068315],TCF12_Fimo_ENCODE_5,Induction/activity_at_TP_3h
seq2305_[chr9:117068145-117068315],POU3F2_Fimo_ENCODE_6,
seq2305_[chr9:117068145-117068315],PTEN_Fimo_ENCODE_1,
seq966_[chr2:236995715-236995885],YY2_Fimo_hg19_9,Induction/activity_at_TP_72h
seq966_[chr2:236995715-236995885],SOX1_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_2
seq966_[chr2:236995715-236995885],SOX2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2
seq966_[chr2:236995715-236995885],MZF1_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_1
seq966_[chr2:236995715-236995885],E2F4_Fimo_hg19_3,Induction/activity_at_TP_48h
seq966_[chr2:236995715-236995885],E2F4_Fimo_hg19_6,
seq966_[chr2:236995715-236995885],ZIC2_Fimo_ENCODE_2,
seq966_[chr2:236995715-236995885],SP8_Fimo_ENCODE_1,
seq966_[chr2:236995715-236995885],ATF3_Fimo_hg19_1,
seq966_[chr2:236995715-236995885],RXRA_Fimo_ENCODE_2,
seq966_[chr2:236995715-236995885],ZIC5_Fimo_hg19_1,
seq966_[chr2:236995715-236995885],REST_Fimo_ENCODE_8,
seq966_[chr2:236995715-236995885],REST_Fimo_ENCODE_9,
seq966_[chr2:236995715-236995885],TCF12_Fimo_ENCODE_5,
seq1556_[chr9:71487184-71487354],USF1_Fimo_hg19_9,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_1
seq1556_[chr9:71487184-71487354],PKNOX2_Fimo_hg19_5,pathway_hsa04310
seq1556_[chr9:71487184-71487354],USF2_Fimo_hg19_2,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_1
seq1556_[chr9:71487184-71487354],GLIS2_Fimo_ENCODE_1,Induction/activity_at_TP_6h
seq1556_[chr9:71487184-71487354],,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1
seq1556_[chr9:71487184-71487354],,Induction/activity_at_TP_0h
seq1556_[chr9:71487184-71487354],,Induction/activity_at_TP_12h
seq1556_[chr9:71487184-71487354],,pathway_hsa04010
seq1556_[chr9:71487184-71487354],,Induction/activity_at_TP_3h
seq1556_[chr9:71487184-71487354],,pathway_hsa04340
seq1193_[chr4:173995523-173995693],NFE2L2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_1
seq1193_[chr4:173995523-173995693],SOX1_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_K27ac_cluster_3
seq1193_[chr4:173995523-173995693],RARA_Fimo_ENCODE_8,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_1
seq1193_[chr4:173995523-173995693],EP300_Fimo_ENCODE_5,Induction/activity_at_TP_12h
seq1193_[chr4:173995523-173995693],NFKB2_Fimo_hg19_2,Induction/activity_at_TP_48h
seq1193_[chr4:173995523-173995693],REST_Fimo_ENCODE_8,Induction/activity_at_TP_24h
seq1193_[chr4:173995523-173995693],TCF12_Fimo_ENCODE_5,
seq1911_[chr22:26790853-26791023],TCF7L2_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_5
seq1911_[chr22:26790853-26791023],HHEX_Fimo_hg19_1,Induction/activity_at_TP_12h
seq1911_[chr22:26790853-26791023],SOX2_Fimo_ENCODE_1,Induction/activity_at_TP_6h
seq1911_[chr22:26790853-26791023],,Induction/activity_at_TP_0h
seq1911_[chr22:26790853-26791023],,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4
seq1911_[chr22:26790853-26791023],,Induction/activity_at_TP_3h
seq1911_[chr22:26790853-26791023],,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_5
seq2237_[chr10:102245397-102245567],PAX6_Fimo_ENCODE_4,pathway_hsa04310
seq2237_[chr10:102245397-102245567],LHX5_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_4
seq2237_[chr10:102245397-102245567],NFAT_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_4
seq2237_[chr10:102245397-102245567],,pathway_hsa04340
seq2237_[chr10:102245397-102245567],,Induction/activity_at_TP_48h
seq2237_[chr10:102245397-102245567],,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_5
seq2237_[chr10:102245397-102245567],,Induction/activity_at_TP_24h
seq180_[chr10:33247228-33247398],CR936877.3_Fimo_hg19_22,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_2
seq180_[chr10:33247228-33247398],RXRA_Fimo_ENCODE_2,Induction/activity_at_TP_24h
seq180_[chr10:33247228-33247398],NR2F2_Fimo_hg19_22,Induction/activity_at_TP_48h
seq180_[chr10:33247228-33247398],,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_2
seq180_[chr10:33247228-33247398],,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_2
seq125_[chr1:178235935-178236105],YY2_Fimo_hg19_9,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_1
seq125_[chr1:178235935-178236105],SOX2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_1
seq125_[chr1:178235935-178236105],POU3F1_Fimo_ENCODE_2,Induction/activity_at_TP_6h
seq125_[chr1:178235935-178236105],MYC_Fimo_ENCODE_5,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_1
seq125_[chr1:178235935-178236105],BHLHE40_Fimo_hg19_2,Induction/activity_at_TP_0h
seq125_[chr1:178235935-178236105],YY2_Fimo_hg19_10,Induction/activity_at_TP_12h
seq125_[chr1:178235935-178236105],TFCP2L1_Fimo_ENCODE_1,Induction/activity_at_TP_3h
seq125_[chr1:178235935-178236105],RXRA_Fimo_ENCODE_2,
seq125_[chr1:178235935-178236105],POU3F2_Fimo_ENCODE_6,
seq1507_[chr8:77593271-77593441],ZIC3_Fimo_ENCODE_3,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_4
seq1507_[chr8:77593271-77593441],YY2_Fimo_hg19_9,Induction/activity_at_TP_72h
seq1507_[chr8:77593271-77593441],NFAT_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3
seq1507_[chr8:77593271-77593441],YY2_Fimo_hg19_10,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4
